-19, 31, 
-15, 29, 
-39, 13, 
-40, 1, 
-31, 8, 
-41, 4, 
-51, -11, 
-46, -24, 
-34, -29, 
-29, -36, 
-8, -52, 
2, -39, 
1, -32, 
17, -32, 
17, -38, 
24, -27, 
40, -20, 
48, -32, 
49, -18, 
45, 1, 
33, -3, 
40, 6, 
34, 22, 
29, 26, 
26, 33, 
24, 34, 
1, 46, 
-5, 47, 
3, 40, 
-22, 32, 
-22, 9, 
-30, 17, 
-37, 17, 
-40, 1, 
-26, 4, 
-35, 4, 
-46, -8, 
-39, -31, 
-27, -31, 
-19, -30, 
-24, -33, 
-8, -40, 
16, -46, 
12, -42, 
10, -38, 
3, -18, 
38, -22, 
43, -12, 
38, -7, 
39, -3, 
39, 5, 
39, 22, 
42, 21, 
28, 31, 
27, 41, 
10, 45, 
1, 44, 
-15, 19, 
-8, 32, 
-18, 37, 
-22, 29, 
-39, 8, 
-28, 27, 
-42, 14, 
-46, 2, 
-24, -5, 
-38, -5, 
-29, -26, 
-38, -17, 
-45, -23, 
-35, -24, 
-5, -30, 
7, -17, 
27, -26, 
37, -34, 
34, -35, 
21, -24, 
29, -19, 
35, -20, 
31, 7, 
49, 16, 
36, 27, 
20, 32, 
25, 30, 
17, 35, 
12, 48, 
7, 42, 
-2, 43, 
-18, 25, 
-29, 39, 
-25, 29, 
-36, 30, 
-33, 14, 
-49, 9, 
-53, 12, 
-43, -3, 
-26, -18, 
-35, -18, 
-25, -19, 
-33, -39, 
-2, -42, 
3, -38, 
1, -31, 
18, -37, 
23, -36, 
18, -27, 
15, -15, 
24, -4, 
33, -6, 
33, 15, 
35, 5, 
29, 13, 
44, 24, 
31, 34, 
26, 27, 
15, 39, 
0, 40, 
5, 24, 
-17, 37, 
-27, 39, 
-16, 22, 
-13, 39, 
-26, 20, 
-43, 20, 
-47, 2, 
-31, -16, 
-42, -28, 
-45, -36, 
-37, -32, 
-15, -33, 
-14, -17, 
5, -25, 
30, -37, 
13, -26, 
20, -44, 
32, -24, 
39, -38, 
49, -5, 
54, -19, 
64, 1, 
42, 4, 
35, 22, 
29, 25, 
24, 38, 
15, 47, 
22, 46, 
4, 47, 
-1, 38, 
-10, 34, 
-25, 47, 
-26, 35, 
-27, 21, 
-35, 17, 
-48, 13, 
-25, 8, 
-29, -16, 
-31, -16, 
-32, -33, 
-13, -41, 
-24, -39, 
-16, -23, 
0, -50, 
18, -48, 
19, -46, 
22, -38, 
19, -43, 
37, -45, 
21, -27, 
32, -9, 
35, 6, 
49, 16, 
34, 19, 
34, 35, 
11, 43, 
15, 44, 
-4, 23, 
1, 43, 
-10, 30, 
-11, 26, 
-26, 27, 
-19, 35, 
-8, 25, 
-36, 24, 
-34, -12, 
-39, 5, 
-46, -8, 
-37, -24, 
-22, -24, 
