49, -72, 
63, -53, 
57, -46, 
77, -21, 
81, -14, 
87, 12, 
79, 23, 
63, 38, 
62, 67, 
57, 75, 
41, 72, 
26, 73, 
-18, 84, 
-24, 84, 
-25, 86, 
-44, 70, 
-52, 56, 
-63, 43, 
-79, 22, 
-86, 13, 
-90, 3, 
-94, -23, 
-70, -45, 
-69, -47, 
-61, -56, 
-43, -77, 
-14, -72, 
-8, -79, 
10, -80, 
27, -73, 
25, -63, 
73, -59, 
66, -25, 
89, -22, 
79, 0, 
94, 2, 
89, 39, 
75, 28, 
58, 63, 
35, 77, 
39, 85, 
17, 82, 
3, 71, 
-7, 86, 
-42, 70, 
-57, 77, 
-56, 68, 
-72, 39, 
-84, 31, 
-85, 16, 
-86, 3, 
-75, -26, 
-65, -31, 
-75, -53, 
-59, -77, 
-18, -65, 
-1, -74, 
2, -98, 
13, -82, 
32, -74, 
57, -66, 
78, -63, 
76, -41, 
78, -17, 
70, 0, 
82, 27, 
85, 35, 
81, 31, 
74, 51, 
42, 79, 
22, 89, 
18, 76, 
8, 66, 
-28, 83, 
-31, 75, 
-41, 48, 
-61, 73, 
-85, 56, 
-99, 25, 
-83, 21, 
-76, -7, 
-77, -33, 
-71, -50, 
-51, -57, 
-53, -59, 
-24, -78, 
-4, -81, 
-9, -92, 
25, -82, 
30, -68, 
52, -79, 
64, -61, 
69, -38, 
93, -25, 
90, -3, 
91, 5, 
71, 6, 
67, 36, 
59, 47, 
49, 47, 
32, 61, 
3, 96, 
-7, 74, 
-26, 78, 
-27, 84, 
-50, 78, 
-62, 60, 
-74, 43, 
-70, 43, 
-84, 22, 
-75, 17, 
-71, -8, 
-71, -61, 
-56, -79, 
-38, -72, 
-20, -81, 
-27, -84, 
-6, -91, 
20, -81, 
25, -72, 
50, -71, 
62, -61, 
75, -42, 
90, -20, 
101, -3, 
89, 11, 
83, 32, 
76, 47, 
51, 58, 
48, 75, 
33, 78, 
2, 73, 
-7, 79, 
-15, 86, 
-37, 89, 
